"Frequency_Hz","Frequency_kHz","Label","Group","Mode","Bandwidth_Hz","Service","Country","Language","Target","Schedule_UTC","Days","Season","Station","Source_Dataset","Source_URL","Notes"
"1725000","1725","RNZ RAN · 0500-1100Z · digital","HFCC A26 – Digital broadcast","AM","5000","Digital broadcast","NZL","Eng","61S,62,63W","0500-1100","1234567","290326-241026","RNZ","HFCC A26 ALL 09-Jul-2026","https://github.com/sv1btl/PhantomSDR-Plus/blob/main/frequencylist/A26all00.TXT","Site RAN; 50 kW; azimuth 35; antenna 156; FMO RNZ; NZL"
"1725000","1725","RNZ RAN · 1100-1300Z · digital","HFCC A26 – Digital broadcast","AM","5000","Digital broadcast","NZL","Eng","51,56,64S,65S","1100-1300","12345","290326-241026","RNZ","HFCC A26 ALL 09-Jul-2026","https://github.com/sv1btl/PhantomSDR-Plus/blob/main/frequencylist/A26all00.TXT","Site RAN; 100 kW; azimuth 325; antenna 156; FMO RNZ; NZL"
"1728000","1728","Telenor Kystradio South · 0233-0248Z","EiBi A26 – UTIL","USB","2700","UTIL","NOR","NO","NEu","0233-0248","","","Telenor Kystradio South","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 826; mode token: USB"
"1728000","1728","Telenor Kystradio South · 0633-0648Z","EiBi A26 – UTIL","USB","2700","UTIL","NOR","NO","NEu","0633-0648","","","Telenor Kystradio South","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 827; mode token: USB"
"1728000","1728","Telenor Kystradio South · 1033-1048Z","EiBi A26 – UTIL","USB","2700","UTIL","NOR","NO","NEu","1033-1048","","","Telenor Kystradio South","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 828; mode token: USB"
"1728000","1728","Telenor Kystradio South · 1215-1230Z","EiBi A26 – UTIL","USB","2700","UTIL","NOR","E","NEu","1215-1230","","","Telenor Kystradio South","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 829; mode token: USB"
"1728000","1728","Telenor Kystradio South · 1433-1448Z","EiBi A26 – UTIL","USB","2700","UTIL","NOR","NO","NEu","1433-1448","","","Telenor Kystradio South","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 830; mode token: USB"
"1728000","1728","Telenor Kystradio South · 1833-1848Z","EiBi A26 – UTIL","USB","2700","UTIL","NOR","E","NEu","1833-1848","","","Telenor Kystradio South","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 831; mode token: USB"
"1728000","1728","Telenor Kystradio South · 2133-2148Z","EiBi A26 – UTIL","USB","2700","UTIL","NOR","NO","NEu","2133-2148","","","Telenor Kystradio South","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 833; mode token: USB"
"1728000","1728","Telenor Kystradio South · 2150-2200Z","EiBi A26 – UTIL","USB","2700","UTIL","NOR","NO","NEu","2150-2200","","","Telenor Kystradio South","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 832; mode token: USB"
"1728000","1728","Telenor Kystradio South · 2315-2330Z","EiBi A26 – UTIL","USB","2700","UTIL","NOR","E","NEu","2315-2330","","","Telenor Kystradio South","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 834; mode token: USB"
"1730000","1730","ARS RIY · 0900-1200Z","HFCC A26 – Broadcast","AM","8870","Broadcast","ARS","Ara","27,28,37N","0900-1200","1234567","290326-251026","ARS","HFCC A26 ALL 09-Jul-2026","https://github.com/sv1btl/PhantomSDR-Plus/blob/main/frequencylist/A26all00.TXT","Site RIY; 500 kW; azimuth 310; antenna 216; FMO ARS"
"1730000","1730","CRI KUN · 0230-0330Z","HFCC A26 – Broadcast","AM","8180","Broadcast","CHN","Nep","42S","0230-0330","1234567","290326-251026","CRI","HFCC A26 ALL 09-Jul-2026","https://github.com/sv1btl/PhantomSDR-Plus/blob/main/frequencylist/A26all00.TXT","Site KUN; 500 kW; azimuth 283; antenna 216; FMO RTC"
"1730000","1730","IRB SIR · 0550-0820Z","HFCC A26 – Broadcast","AM","9000","Broadcast","IRN","Prs","30S,31S,40E","0550-0820","1234567","290326-241026","IRB","HFCC A26 ALL 09-Jul-2026","https://github.com/sv1btl/PhantomSDR-Plus/blob/main/frequencylist/A26all00.TXT","Site SIR; 500 kW; azimuth 65; antenna 156; FMO IRB; DARIIII"
"1730000","1730","IRB SIR · 0920-1250Z","HFCC A26 – Broadcast","AM","9000","Broadcast","IRN","Prs","30S,31S,40E","0920-1250","1234567","290326-241026","IRB","HFCC A26 ALL 09-Jul-2026","https://github.com/sv1btl/PhantomSDR-Plus/blob/main/frequencylist/A26all00.TXT","Site SIR; 500 kW; azimuth 65; antenna 156; FMO IRB; DARIIII"
"1730000","1730","OMR NIJ · 0000-2400Z","HFCC A26 – Broadcast","AM","9000","Broadcast","HOL","Nld","18,27,28,37","0000-2400","1234567","300326-251026","OMR","HFCC A26 ALL 09-Jul-2026","https://github.com/sv1btl/PhantomSDR-Plus/blob/main/frequencylist/A26all00.TXT","Site NIJ; 15 kW; azimuth 0; antenna 750; FMO OMR"
"1730000","1730","RRO GAL · 2300-2400Z","HFCC A26 – Broadcast","AM","9000","Broadcast","ROU","Spa","12N","2300-2400","1234567","290326-251026","RRO","HFCC A26 ALL 09-Jul-2026","https://github.com/sv1btl/PhantomSDR-Plus/blob/main/frequencylist/A26all00.TXT","Site GAL; 300 kW; azimuth 280; antenna 286; FMO ROU"
"1730000","1730","RRO TIG · 1400-1500Z","HFCC A26 – Broadcast","AM","9000","Broadcast","ROU","Deu","28NW","1400-1500","1234567","290326-251026","RRO","HFCC A26 ALL 09-Jul-2026","https://github.com/sv1btl/PhantomSDR-Plus/blob/main/frequencylist/A26all00.TXT","Site TIG; 300 kW; azimuth 307; antenna 288; FMO ROU"
"1730000","1730","BBC SLA · 0000-0200Z · digital","HFCC A26 – Digital broadcast","AM","6725","Digital broadcast","OMA","Eng","41NE","0000-0200","1234567","060526-251026","BBC","HFCC A26 ALL 09-Jul-2026","https://github.com/sv1btl/PhantomSDR-Plus/blob/main/frequencylist/A26all00.TXT","Site SLA; 250 kW; azimuth 63; antenna 151; FMO ENC; ENASS"
"1730000","1730","VAT SMG · 1130-1145Z · digital","HFCC A26 – Digital broadcast","AM","6739","Digital broadcast","CVA","Spa","11NW,11S","1130-1145","1234567","290326-241026","VAT","HFCC A26 ALL 09-Jul-2026","https://github.com/sv1btl/PhantomSDR-Plus/blob/main/frequencylist/A26all00.TXT","Site SMG; 250 kW; azimuth 285; antenna 216; FMO VAT; Spanish"
"1731000","1731","Telenor Kystradio North · 0233-0248Z","EiBi A26 – UTIL","USB","2700","UTIL","NOR","NO","NEu","0233-0248","","","Telenor Kystradio North","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 835; mode token: USB"
"1731000","1731","Telenor Kystradio North · 0633-0648Z","EiBi A26 – UTIL","USB","2700","UTIL","NOR","NO","NEu","0633-0648","","","Telenor Kystradio North","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 836; mode token: USB"
"1731000","1731","Telenor Kystradio North · 1033-1048Z","EiBi A26 – UTIL","USB","2700","UTIL","NOR","NO","NEu","1033-1048","","","Telenor Kystradio North","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 837; mode token: USB"
"1731000","1731","Telenor Kystradio North · 1203-1218Z","EiBi A26 – UTIL","USB","2700","UTIL","NOR","E","NEu","1203-1218","","","Telenor Kystradio North","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 838; mode token: USB"
"1731000","1731","Telenor Kystradio North · 1433-1448Z","EiBi A26 – UTIL","USB","2700","UTIL","NOR","NO","NEu","1433-1448","","","Telenor Kystradio North","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 839; mode token: USB"
"1731000","1731","Telenor Kystradio North · 1833-1848Z","EiBi A26 – UTIL","USB","2700","UTIL","NOR","NO","NEu","1833-1848","","","Telenor Kystradio North","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 840; mode token: USB"
"1731000","1731","Telenor Kystradio North · 2233-2248Z","EiBi A26 – UTIL","USB","2700","UTIL","NOR","NO","NEu","2233-2248","","","Telenor Kystradio North","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 841; mode token: USB"
"1731000","1731","Telenor Kystradio North · 2303-2318Z","EiBi A26 – UTIL","USB","2700","UTIL","NOR","E","NEu","2303-2318","","","Telenor Kystradio North","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 842; mode token: USB"
"1734000","1734","Lyngby Radio · 0133-0143Z","EiBi A26 – AERO","USB","2700","AERO","DNK","E","NEu","0133-0143","","","Lyngby Radio","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 843; mode token: USB"
"1734000","1734","Lyngby Radio · 0533-0543Z","EiBi A26 – AERO","USB","2700","AERO","DNK","E","NEu","0533-0543","","","Lyngby Radio","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 844; mode token: USB"
"1734000","1734","Lyngby Radio · 0933-0943Z","EiBi A26 – AERO","USB","2700","AERO","DNK","E","NEu","0933-0943","","","Lyngby Radio","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 845; mode token: USB"
"1734000","1734","Lyngby Radio · 1333-1343Z","EiBi A26 – AERO","USB","2700","AERO","DNK","E","NEu","1333-1343","","","Lyngby Radio","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 846; mode token: USB"
"1734000","1734","Lyngby Radio · 1743-1803Z","EiBi A26 – AERO","USB","2700","AERO","DNK","E","NEu","1743-1803","","","Lyngby Radio","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 847; mode token: USB"
"1734000","1734","Lyngby Radio · 2035-2050Z","EiBi A26 – AERO","USB","2700","AERO","DNK","E","NEu","2035-2050","","","Lyngby Radio","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 848; mode token: USB"
"1734000","1734","Lyngby Radio · 2133-2153Z","EiBi A26 – AERO","USB","2700","AERO","DNK","E","NEu","2133-2153","","","Lyngby Radio","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 849; mode token: USB"
"1734000","1734","Lyngby Radio · 2200-2215Z","EiBi A26 – AERO","USB","2700","AERO","DNK","DA","NEu","2200-2215","","","Lyngby Radio","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 850; mode token: USB"
"1735000","1735","RRS ARM · 1300-1800Z","HFCC A26 – Broadcast","AM","9000","Broadcast","RUS","Rus","41","1300-1800","1234567","290326-241026","RRS","HFCC A26 ALL 09-Jul-2026","https://github.com/sv1btl/PhantomSDR-Plus/blob/main/frequencylist/A26all00.TXT","Site ARM; 500 kW; azimuth 110; antenna 217; FMO GFC"
"1740000","1740","IRB SIR · 1820-1920Z","HFCC A26 – Broadcast","AM","9000","Broadcast","IRN","Hau","46,47","1820-1920","1234567","290326-241026","IRB","HFCC A26 ALL 09-Jul-2026","https://github.com/sv1btl/PhantomSDR-Plus/blob/main/frequencylist/A26all00.TXT","Site SIR; 500 kW; azimuth 257; antenna 218; FMO IRB; HAUSAA-"
"1740000","1740","IRB SIR · 1920-2020Z","HFCC A26 – Broadcast","AM","9000","Broadcast","IRN","Eng","52,53,57","1920-2020","1234567","290326-241026","IRB","HFCC A26 ALL 09-Jul-2026","https://github.com/sv1btl/PhantomSDR-Plus/blob/main/frequencylist/A26all00.TXT","Site SIR; 500 kW; azimuth 216; antenna 216; FMO IRB; ENGLISH"
"1740000","1740","RRO GAL · 0500-0530Z","HFCC A26 – Broadcast","AM","9000","Broadcast","ROU","Fra","27SE","0500-0530","1234567","290326-251026","RRO","HFCC A26 ALL 09-Jul-2026","https://github.com/sv1btl/PhantomSDR-Plus/blob/main/frequencylist/A26all00.TXT","Site GAL; 300 kW; azimuth 285; antenna 206; FMO ROU"
"1740000","1740","CNR LIN · 1100-1605Z · digital","HFCC A26 – Digital broadcast","AM","5000","Digital broadcast","CHN","Zho","42NW","1100-1605","1234567","290326-251026","CNR","HFCC A26 ALL 09-Jul-2026","https://github.com/sv1btl/PhantomSDR-Plus/blob/main/frequencylist/A26all00.TXT","Site LIN; 100 kW; azimuth 286; antenna 216; FMO RTC"
"1740000","1740","CNR LIN · 2055-0100Z · digital","HFCC A26 – Digital broadcast","AM","5000","Digital broadcast","CHN","Zho","42NW","2055-0100","1234567","290326-251026","CNR","HFCC A26 ALL 09-Jul-2026","https://github.com/sv1btl/PhantomSDR-Plus/blob/main/frequencylist/A26all00.TXT","Site LIN; 100 kW; azimuth 286; antenna 216; FMO RTC"
"1740000","1740","CRI BEI · 0300-0400Z · digital","HFCC A26 – Digital broadcast","AM","5000","Digital broadcast","CHN","Chn","44NE,45N","0300-0400","1234567","290326-251026","CRI","HFCC A26 ALL 09-Jul-2026","https://github.com/sv1btl/PhantomSDR-Plus/blob/main/frequencylist/A26all00.TXT","Site BEI; 150 kW; azimuth 95; antenna 206; FMO RTC"
"1740000","1740","CRI BEI · 0400-0500Z · digital","HFCC A26 – Digital broadcast","AM","5000","Digital broadcast","CHN","Chn","44NE,45N","0400-0500","1234567","290326-251026","CRI","HFCC A26 ALL 09-Jul-2026","https://github.com/sv1btl/PhantomSDR-Plus/blob/main/frequencylist/A26all00.TXT","Site BEI; 150 kW; azimuth 95; antenna 206; FMO RTC"
"1740000","1740","CRI BEI · 0500-0600Z · digital","HFCC A26 – Digital broadcast","AM","5000","Digital broadcast","CHN","Chn","44NE,45N","0500-0600","1234567","290326-251026","CRI","HFCC A26 ALL 09-Jul-2026","https://github.com/sv1btl/PhantomSDR-Plus/blob/main/frequencylist/A26all00.TXT","Site BEI; 150 kW; azimuth 95; antenna 206; FMO RTC"
"1743000","1743","Stornoway Coastguard Wx · 0010-0030Z","EiBi A26 – MARINE","USB","2700","MARINE","GBR","E","WEu","0010-0030","","","Stornoway Coastguard Wx","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 851; mode token: USB"
"1743000","1743","Stornoway Coastguard Wx · 0310-0325Z","EiBi A26 – MARINE","USB","2700","MARINE","GBR","E","WEu","0310-0325","","","Stornoway Coastguard Wx","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 852; mode token: USB"
"1743000","1743","Stornoway Coastguard Wx · 0610-0625Z","EiBi A26 – MARINE","USB","2700","MARINE","GBR","E","WEu","0610-0625","","","Stornoway Coastguard Wx","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 853; mode token: USB"
"1743000","1743","Stornoway Coastguard Wx · 0910-0925Z","EiBi A26 – MARINE","USB","2700","MARINE","GBR","E","WEu","0910-0925","","","Stornoway Coastguard Wx","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 854; mode token: USB"
"1743000","1743","Stornoway Coastguard Wx · 1210-1230Z","EiBi A26 – MARINE","USB","2700","MARINE","GBR","E","WEu","1210-1230","","","Stornoway Coastguard Wx","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 855; mode token: USB"
"1743000","1743","Stornoway Coastguard Wx · 1510-1525Z","EiBi A26 – MARINE","USB","2700","MARINE","GBR","E","WEu","1510-1525","","","Stornoway Coastguard Wx","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 856; mode token: USB"
"1743000","1743","Stornoway Coastguard Wx · 1810-1825Z","EiBi A26 – MARINE","USB","2700","MARINE","GBR","E","WEu","1810-1825","","","Stornoway Coastguard Wx","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 857; mode token: USB"
"1743000","1743","Stornoway Coastguard Wx · 2110-2125Z","EiBi A26 – MARINE","USB","2700","MARINE","GBR","E","WEu","2110-2125","","","Stornoway Coastguard Wx","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 858; mode token: USB"
"1743000","1743","Telenor Kystradio North · 0233-0248Z","EiBi A26 – UTIL","USB","2700","UTIL","NOR","NO","NEu","0233-0248","","","Telenor Kystradio North","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 859; mode token: USB"
"1743000","1743","Telenor Kystradio North · 0633-0648Z","EiBi A26 – UTIL","USB","2700","UTIL","NOR","NO","NEu","0633-0648","","","Telenor Kystradio North","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 860; mode token: USB"
"1743000","1743","Telenor Kystradio North · 1033-1048Z","EiBi A26 – UTIL","USB","2700","UTIL","NOR","NO","NEu","1033-1048","","","Telenor Kystradio North","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 861; mode token: USB"
"1743000","1743","Telenor Kystradio North · 1203-1218Z","EiBi A26 – UTIL","USB","2700","UTIL","NOR","E","NEu","1203-1218","","","Telenor Kystradio North","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 862; mode token: USB"
"1743000","1743","Telenor Kystradio North · 1433-1448Z","EiBi A26 – UTIL","USB","2700","UTIL","NOR","NO","NEu","1433-1448","","","Telenor Kystradio North","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 863; mode token: USB"
"1743000","1743","Telenor Kystradio North · 1833-1848Z","EiBi A26 – UTIL","USB","2700","UTIL","NOR","NO","NEu","1833-1848","","","Telenor Kystradio North","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 864; mode token: USB"
"1743000","1743","Telenor Kystradio North · 2233-2248Z","EiBi A26 – UTIL","USB","2700","UTIL","NOR","NO","NEu","2233-2248","","","Telenor Kystradio North","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 865; mode token: USB"
"1743000","1743","Telenor Kystradio North · 2303-2318Z","EiBi A26 – UTIL","USB","2700","UTIL","NOR","E","NEu","2303-2318","","","Telenor Kystradio North","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 866; mode token: USB"
"1745000","1745","VAT SMG · 1100-1145Z · digital","HFCC A26 – Digital broadcast","AM","6730","Digital broadcast","CVA","Zho","43,44NW,44S,49N,50NW","1100-1145","7","290326-241026","VAT","HFCC A26 ALL 09-Jul-2026","https://github.com/sv1btl/PhantomSDR-Plus/blob/main/frequencylist/A26all00.TXT","Site SMG; 250 kW; azimuth 62; antenna 218; FMO VAT; Chinese"
"1750000","1750","Hopen Island Meteo · 1103-2310Z","EiBi A26 – UTIL","USB","2700","UTIL","NOR","E","NEu","1103-2310","","","Hopen Island Meteo","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 867; mode token: USB"
"1750000","1750","Hopen Island Meteo · 2303-2310Z","EiBi A26 – UTIL","USB","2700","UTIL","NOR","E","NEu","2303-2310","","","Hopen Island Meteo","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 868; mode token: USB"
"1750000","1750","CNR SZG · 2200-1000Z","HFCC A26 – Broadcast","AM","9700","Broadcast","CHN","Zho","33S,44NE","2200-1000","1234567","290326-251026","CNR","HFCC A26 ALL 09-Jul-2026","https://github.com/sv1btl/PhantomSDR-Plus/blob/main/frequencylist/A26all00.TXT","Site SZG; 100 kW; azimuth 37; antenna 146; FMO RTC"
